WERKS,EQUNR,EMATN,DATAB,DATBI,MAABC,MENGE,LEADTIME,cut_date,operate_day,k,demand_peryear,Anper
B601,B-03P2116B,6117134,2020-09-30,2099-12-31,B,4.0,180.0,2021-12-31,457,1.0,4.0,PKG
B601,B-03P2116B,6129572,2020-09-30,2099-12-31,B,2.0,148.71428571428572,2021-12-31,457,1.0,2.0,PKG
B601,B-15C101,6129572,2016-01-01,2099-12-31,B,1.0,148.71428571428572,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-15C102,6129572,2016-01-01,2099-12-31,B,1.0,148.71428571428572,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-15C105,6129572,2016-01-01,2099-12-31,B,2.0,148.71428571428572,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-15Q103A,6129572,2016-01-01,2099-12-31,B,2.0,148.71428571428572,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2301A,6109273,2016-01-01,2099-12-31,B,6.0,16.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2401A,6109273,2016-01-01,2099-12-31,B,20.0,16.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-03P2401B,6109273,2016-01-01,2099-12-31,B,16.0,16.0,2021-12-31,2191,6.0,2.6666666666666665,PKG
B601,B-03P2301A,6122528,2016-01-01,2099-12-31,B,50.0,125.66666666666667,2021-12-31,2191,6.0,8.333333333333334,PKG
B601,B-03P2301B,6122528,2016-01-01,2099-12-31,B,50.0,125.66666666666667,2021-12-31,2191,6.0,8.333333333333334,PKG
B601,B-03P2301A,6124675,2016-01-01,2099-12-31,B,4.0,281.5,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2301A,6126655,2016-01-01,2099-12-31,B,2.0,293.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2401B,6126655,2016-01-01,2099-12-31,B,1.0,293.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2301A,6127105,2016-01-01,2099-12-31,B,2.0,323.6666666666667,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2401B,6127105,2016-01-01,2099-12-31,B,1.0,323.6666666666667,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2301A,6127109,2016-01-01,2099-12-31,B,2.0,293.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2401B,6127109,2016-01-01,2099-12-31,B,1.0,293.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2301A,6127122,2016-01-01,2099-12-31,B,2.0,293.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2401B,6127122,2016-01-01,2099-12-31,B,1.0,293.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2301B,6125565,2016-01-01,2099-12-31,B,1.0,14.25,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2331A,6125565,2016-01-01,2099-12-31,B,1.0,14.25,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2301B,6127880,2016-01-01,2099-12-31,B,2.0,229.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2301B,6127881,2016-01-01,2099-12-31,B,10.0,468.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2301B,6127942,2016-01-01,2099-12-31,B,10.0,153.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2302A,6109000,2016-01-01,2099-12-31,B,8.0,39.5,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03P2302B,6109000,2016-01-01,2099-12-31,B,8.0,39.5,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03P2302A,6121066,2016-01-01,2099-12-31,B,4.0,320.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2401B,6121066,2016-01-01,2099-12-31,B,3.0,320.0,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2302A,6121150,2016-01-01,2099-12-31,B,5.4,226.33333333333334,2021-12-31,2191,6.0,0.9,PKG
B601,B-03R2302B,6121150,2016-01-01,2099-12-31,B,12.0,226.33333333333334,2021-12-31,2191,6.0,2.0,PKG
B601,B-03P2302A,6121159,2016-01-01,2099-12-31,B,6.0,246.25,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2431A,6121159,2016-01-01,2099-12-31,B,6.0,246.25,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2302A,6123421,2016-01-01,2099-12-31,B,70.0,111.0,2021-12-31,2191,6.0,11.666666666666666,PKG
B601,B-03P2302B,6121038,2016-01-01,2099-12-31,B,6.0,127.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2302B,6121788,2016-01-01,2099-12-31,B,2.0,38.2,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2302B,6161512,2016-01-01,2099-12-31,B,1.0,200.5,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2302B,6161523,2016-01-01,2099-12-31,B,1.0,200.5,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2302B,6161524,2016-01-01,2099-12-31,B,1.0,200.5,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2331A,6126458,2016-01-01,2099-12-31,B,2.0,583.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2335A,6126458,2016-01-01,2099-12-31,B,3.0,583.0,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2331A,6126610,2016-01-01,2099-12-31,B,5.0,439.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03P2335A,6126610,2016-01-01,2099-12-31,B,5.0,439.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03P2331A,6126757,2016-01-01,2099-12-31,B,2.0,249.83333333333334,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2331A,6133083,2016-01-01,2099-12-31,B,14.0,154.0,2021-12-31,2191,6.0,2.3333333333333335,PKG
B601,B-03P2335A,6133083,2016-01-01,2099-12-31,B,21.0,154.0,2021-12-31,2191,6.0,3.5,PKG
B601,B-03P2502A,6133083,2016-01-01,2099-12-31,B,8.0,154.0,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03P2503A,6133083,2016-01-01,2099-12-31,B,8.0,154.0,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03P2331A,6133711,2016-01-01,2099-12-31,B,100.0,71.33333333333333,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-03P2416B,6133711,2016-01-01,2099-12-31,B,100.0,71.33333333333333,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-03P2334A,6110796,2016-01-01,2099-12-31,B,2.0,156.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2502A,6110796,2016-01-01,2099-12-31,B,2.0,156.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2334A,6122443,2016-01-01,2099-12-31,B,200.0,60.0,2021-12-31,2191,6.0,33.333333333333336,PKG
B601,B-03P2334A,6126635,2016-01-01,2099-12-31,B,3.0,301.6666666666667,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2334B,6126635,2016-01-01,2099-12-31,B,2.0,301.6666666666667,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2402A,6126635,2016-01-01,2099-12-31,B,3.0,301.6666666666667,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2434A,6126635,2016-01-01,2099-12-31,B,4.0,301.6666666666667,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2334B,6126459,2016-01-01,2099-12-31,B,2.0,308.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2434A,6126459,2016-01-01,2099-12-31,B,2.0,308.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2341,6121317,2016-01-01,2099-12-31,C,1.0,201.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2341,6127102,2016-01-01,2099-12-31,B,2.0,328.5,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2341,6127115,2016-01-01,2099-12-31,B,2.0,328.5,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2342B,6110519,2016-01-01,2099-12-31,B,15.0,281.3333333333333,2021-12-31,2191,6.0,2.5,PKG
B601,B-03P2541,6110519,2016-01-01,2099-12-31,B,20.0,281.3333333333333,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-03P2343A,6121315,2016-01-01,2099-12-31,B,1.0,227.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343A,6122903,2016-01-01,2099-12-31,B,1.0,385.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343B,6122903,2016-01-01,2099-12-31,B,1.0,385.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343A,6123997,2016-01-01,2099-12-31,B,1.0,209.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343B,6123997,2016-01-01,2099-12-31,B,1.0,209.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343A,6124734,2016-01-01,2099-12-31,B,2.0,433.5,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2343A,6125330,2016-01-01,2099-12-31,B,2.0,297.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2343B,6125330,2016-01-01,2099-12-31,B,1.0,297.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343A,6126541,2016-01-01,2099-12-31,B,2.0,297.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2343B,6126541,2016-01-01,2099-12-31,B,1.0,297.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2343A,6130825,2016-01-01,2099-12-31,B,12.0,245.0,2021-12-31,2191,6.0,2.0,PKG
B601,B-03P2343B,6130825,2016-01-01,2099-12-31,B,6.0,245.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2345,6127092,2016-01-01,2099-12-31,B,3.0,264.6,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2345,6127113,2016-01-01,2099-12-31,B,4.0,148.5,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2345,6130095,2016-01-01,2099-12-31,B,5.0,358.6666666666667,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03P2350,6121319,2016-01-01,2099-12-31,B,1.0,246.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2350,6124736,2016-01-01,2099-12-31,B,3.0,213.0,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2351A,6132313,2016-01-01,2099-12-31,B,5.0,88.5,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03R2302B,6132313,2016-01-01,2099-12-31,B,8.0,88.5,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03P2401A,6121064,2016-01-01,2099-12-31,B,11.0,138.0,2021-12-31,2191,6.0,1.8333333333333333,PKG
B601,B-03P2401A,6122889,2016-01-01,2099-12-31,B,6.0,124.75,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2401B,6122889,2016-01-01,2099-12-31,B,4.0,124.75,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2401A,6129830,2016-01-01,2099-12-31,B,4.0,64.14285714285714,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2402A,6129830,2016-01-01,2099-12-31,B,5.0,64.14285714285714,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03P2401A,6133310,2016-01-01,2099-12-31,B,2.0,550.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2401A,6160724,2016-01-01,2099-12-31,B,1.3,124.0,2021-12-31,2191,6.0,0.21666666666666667,PKG
B601,B-03P2402B,6124434,2016-01-01,2099-12-31,B,4.0,78.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2402B,6124680,2016-01-01,2099-12-31,B,2.0,223.25,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2403,6101793,2016-01-01,2099-12-31,B,1.0,36.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2403,6122890,2016-01-01,2099-12-31,B,8.0,189.66666666666666,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03P2403,6126402,2016-01-01,2099-12-31,B,1.0,505.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2403,6126411,2016-01-01,2099-12-31,B,1.0,505.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2403,6126643,2016-01-01,2099-12-31,B,2.0,505.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2403,6129055,2016-01-01,2099-12-31,B,3.0,263.0,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2403,6130942,2016-01-01,2099-12-31,B,1.0,134.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2403,6133768,2016-01-01,2099-12-31,B,2.0,505.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2403,6135071,2016-01-01,2099-12-31,B,2.0,36.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2431A,6110515,2016-01-01,2099-12-31,B,10.0,54.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2431A,6126562,2016-01-01,2099-12-31,B,2.0,312.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2433A,6125205,2016-01-01,2099-12-31,B,6.0,106.8,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2434A,6128194,2016-01-01,2099-12-31,B,10.0,115.8,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2434A,6128195,2016-01-01,2099-12-31,B,10.0,122.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2435,6160265,2016-01-01,2099-12-31,C,3.0,172.0,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2436,6125099,2016-01-01,2099-12-31,B,6.0,181.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-03P2501,6130944,2016-01-01,2099-12-31,B,2.0,149.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2502B,6128079,2016-01-01,2099-12-31,B,10.0,54.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2503A,6125348,2016-01-01,2099-12-31,C,600.0,94.71428571428571,2021-12-31,2191,6.0,100.0,PKG
B601,B-03P2503A,6126414,2016-01-01,2099-12-31,B,1.0,508.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03P2503A,6126636,2016-01-01,2099-12-31,B,4.0,508.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03P2503A,6127160,2016-01-01,2099-12-31,B,10.0,211.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2503A,6133739,2016-01-01,2099-12-31,B,10.0,78.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2541,6124739,2016-01-01,2099-12-31,B,2.0,482.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2541,6126563,2016-01-01,2099-12-31,B,2.0,428.5,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03P2541,6126656,2016-01-01,2099-12-31,B,10.0,383.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2601A,6124682,2016-01-01,2099-12-31,B,3.0,243.33333333333334,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2602A,6124682,2016-01-01,2099-12-31,B,3.0,243.33333333333334,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P6531A,6124682,2017-11-16,2099-12-31,B,2.0,243.33333333333334,2021-12-31,1506,4.0,0.5,PKG
B601,B-03P2601B,6124683,2016-01-01,2099-12-31,B,3.0,170.5,2021-12-31,2191,6.0,0.5,PKG
B601,B-03P2601B,6126748,2016-01-01,2099-12-31,B,10.0,271.6666666666667,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P2602A,6126748,2016-01-01,2099-12-31,B,12.0,271.6666666666667,2021-12-31,2191,6.0,2.0,PKG
B601,B-03P2602A,6133417,2016-01-01,2099-12-31,B,10.0,256.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03P6202A,6126535,2017-11-16,2099-12-31,B,2.0,401.0,2021-12-31,1506,4.0,0.5,PKG
B601,B-03P6202A,6128242,2017-11-16,2099-12-31,B,10.0,126.0,2021-12-31,1506,4.0,2.5,PKG
B601,B-03P6202A,6128256,2017-11-16,2099-12-31,B,30.0,261.6666666666667,2021-12-31,1506,4.0,7.5,PKG
B601,B-03P6202A,6128299,2017-11-16,2099-12-31,B,10.0,126.0,2021-12-31,1506,4.0,2.5,PKG
B601,B-03P6202A,6130980,2017-11-16,2099-12-31,B,1.0,103.0,2021-12-31,1506,4.0,0.25,PKG
B601,B-03P6213A,6128150,2017-11-16,2099-12-31,B,10.0,198.0,2021-12-31,1506,4.0,2.5,PKG
B601,B-03P6213A,6128153,2017-11-16,2099-12-31,B,10.0,198.0,2021-12-31,1506,4.0,2.5,PKG
B601,B-03P6213B,6113025,2017-11-16,2099-12-31,B,4.0,48.0,2021-12-31,1506,4.0,1.0,PKG
B601,B-03P6531A,6133177,2017-11-16,2099-12-31,B,2.0,525.0,2021-12-31,1506,4.0,0.5,PKG
B601,B-03PI2503,6125947,2016-01-01,2099-12-31,B,5.0,183.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03PI2601B,6109805,2016-01-01,2099-12-31,B,4.0,77.66666666666667,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-03PI5122,6125950,2016-01-01,2099-12-31,B,8.0,154.0,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-03PI5407,6125950,2016-04-04,2099-12-31,B,10.0,154.0,2021-12-31,2097,6.0,1.6666666666666667,PKG
B601,B-03PT3159,6160912,2016-01-01,2099-12-31,B,1.0,77.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03R2302A,6119873,2016-01-01,2099-12-31,B,32.0,62.5,2021-12-31,2191,6.0,5.333333333333333,PKG
B601,B-03R2302A,6122666,2016-01-01,2099-12-31,B,50.0,126.0,2021-12-31,2191,6.0,8.333333333333334,PKG
B601,B-03R2302A,6130366,2016-01-01,2099-12-31,B,1.0,262.25,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03R2302A,6131958,2016-01-01,2099-12-31,B,100.0,83.66666666666667,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-03R2302A,6132573,2016-01-01,2099-12-31,B,2.0,170.1875,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03TE3102-1,6132573,2016-01-01,2099-12-31,B,2.0,170.1875,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03TE3102-2,6132573,2016-01-01,2099-12-31,B,2.0,170.1875,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03TE3102-3,6132573,2016-01-01,2099-12-31,B,1.0,170.1875,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03TE3102-4,6132573,2016-01-01,2099-12-31,B,1.0,170.1875,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03TE3102-5,6132573,2016-01-01,2099-12-31,B,1.0,170.1875,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03TE4101,6132573,2016-01-01,2099-12-31,B,5.0,170.1875,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-03TE4204-6,6132573,2016-01-01,2099-12-31,B,3.0,170.1875,2021-12-31,2191,6.0,0.5,PKG
B601,B-03R2302B,6124500,2016-01-01,2099-12-31,B,10.0,222.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03R2302B,6161567,2016-01-01,2099-12-31,B,10.0,354.3333333333333,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-03R2302B,6161613,2016-01-01,2099-12-31,B,2.0,227.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03R2302B,6172012,2016-01-01,2099-12-31,B,6.0,29.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-03R2302B,6185901,2016-01-01,2099-12-31,B,100.0,172.6,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-03T2342,6160563,2016-01-01,2099-12-31,B,1.0,290.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-03T2601,6110189,2016-01-01,2099-12-31,B,60.0,81.33333333333333,2021-12-31,2191,6.0,10.0,PKG
B601,B-03T2601,6131582,2016-01-01,2099-12-31,B,800.0,261.5,2021-12-31,2191,6.0,133.33333333333334,PKG
B601,B-03XV3107,6110682,2016-01-01,2099-12-31,B,3.0,151.5,2021-12-31,2191,6.0,0.5,PKG
B601,B-03XV3113,6133557,2016-01-01,2099-12-31,B,12.0,237.0,2021-12-31,2191,6.0,2.0,PKG
B601,B-03XV3117,6130437,2016-01-01,2099-12-31,B,2.0,47.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03XV3118,6102490,2016-01-01,2099-12-31,B,2.0,259.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-03XV3120,6130438,2016-01-01,2099-12-31,C,4.0,10.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-08P2105A,6110534,2020-09-30,2099-12-31,B,1.0,43.0,2021-12-31,457,1.0,1.0,PKG
B601,B-08P2105A,6110535,2020-09-30,2099-12-31,B,1.0,43.0,2021-12-31,457,1.0,1.0,PKG
B601,B-08P2105A,6121614,2020-09-30,2099-12-31,B,4.0,31.0,2021-12-31,457,1.0,4.0,PKG
B601,B-08P2105A,6130978,2020-09-30,2099-12-31,B,2.0,122.75,2021-12-31,457,1.0,2.0,PKG
B601,B-08P2301A,6130978,2020-09-30,2099-12-31,B,3.0,122.75,2021-12-31,457,1.0,3.0,PKG
B601,B-08P2105B,6122126,2020-09-30,2099-12-31,B,6.0,22.0,2021-12-31,457,1.0,6.0,PKG
B601,B-08P2105B,6125368,2020-09-30,2099-12-31,B,9.0,252.0,2021-12-31,457,1.0,9.0,PKG
B601,B-08P2105B,6160431,2020-09-30,2099-12-31,B,4.0,81.0,2021-12-31,457,1.0,4.0,PKG
B601,B-08P2301A,6121988,2020-09-30,2099-12-31,B,4.0,76.5,2021-12-31,457,1.0,4.0,PKG
B601,B-08P2301B,6121657,2020-09-30,2099-12-31,C,4.0,43.5,2021-12-31,457,1.0,4.0,PKG
B601,B-09M109,6124475,2016-01-01,2099-12-31,B,10.0,62.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-09M109,6124614,2016-01-01,2099-12-31,B,80.0,13.666666666666666,2021-12-31,2191,6.0,13.333333333333334,PKG
B601,B-09M109,6125379,2016-01-01,2099-12-31,B,6.0,104.25,2021-12-31,2191,6.0,1.0,PKG
B601,B-09M109,6128057,2016-01-01,2099-12-31,B,2.0,59.5,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-09M109,6128717,2016-01-01,2099-12-31,B,2.0,80.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-09M109,6128742,2016-01-01,2099-12-31,B,24.0,262.6666666666667,2021-12-31,2191,6.0,4.0,PKG
B601,B-09M109,6128797,2016-01-01,2099-12-31,B,24.0,259.0,2021-12-31,2191,6.0,4.0,PKG
B601,B-09M109,6129171,2016-01-01,2099-12-31,B,1.0,44.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-09M109,6129175,2016-01-01,2099-12-31,B,2.0,77.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-09M109,6129356,2016-01-01,2099-12-31,B,20.0,119.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-09M109,6131639,2016-01-01,2099-12-31,B,5.0,149.8,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-09M109,6132627,2016-01-01,2099-12-31,B,5.0,190.4,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-09M109,6133330,2016-01-01,2099-12-31,B,6.0,174.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-09M110,6109168,2016-01-01,2099-12-31,B,2.0,16.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-09M110,6109886,2016-01-01,2099-12-31,B,2.0,41.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-09M110,6121168,2016-01-01,2099-12-31,B,6.0,46.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-09M110,6121203,2016-01-01,2099-12-31,B,102.0,34.0,2021-12-31,2191,6.0,17.0,PKG
B601,B-09M110,6121226,2016-01-01,2099-12-31,B,12.0,34.0,2021-12-31,2191,6.0,2.0,PKG
B601,B-09M110,6121846,2016-01-01,2099-12-31,B,6.0,56.4,2021-12-31,2191,6.0,1.0,PKG
B601,B-09M110,6121854,2016-01-01,2099-12-31,B,4.0,30.4,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-09M110,6128020,2016-01-01,2099-12-31,B,4.0,162.5,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-09M110,6129001,2016-01-01,2099-12-31,C,6.0,89.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-09M110,6130829,2016-01-01,2099-12-31,B,9.0,210.33333333333334,2021-12-31,2191,6.0,1.5,PKG
B601,B-09M110,6131308,2016-01-01,2099-12-31,B,8.0,152.0,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-15B101,6114603,2016-01-01,2099-12-31,B,2.0,160.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-18C3105,6114603,2016-01-01,2099-12-31,B,5.0,160.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-15B101,6122931,2016-01-01,2099-12-31,B,100.0,137.66666666666666,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-15B101,6127502,2016-01-01,2099-12-31,C,1.0,94.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-15C101,6119616,2016-01-01,2099-12-31,B,1.2,61.0,2021-12-31,2191,6.0,0.19999999999999998,PKG
B601,B-15C101,6121822,2016-01-01,2099-12-31,B,1.0,21.666666666666668,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-15C104,6128104,2016-01-01,2099-12-31,C,4.0,163.33333333333334,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-15M110,6128104,2016-01-01,2099-12-31,C,1.0,163.33333333333334,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-15M101,6108907,2016-01-01,2099-12-31,B,11.5,201.33333333333334,2021-12-31,2191,6.0,1.9166666666666667,PKG
B601,B-18M2114,6108907,2016-01-01,2099-12-31,B,12.0,201.33333333333334,2021-12-31,2191,6.0,2.0,PKG
B601,B-JTA-JT1,6108907,2016-03-21,2099-12-31,B,6.0,201.33333333333334,2021-12-31,2111,6.0,1.0,PKG
B601,B-15M104,6112955,2016-01-01,2099-12-31,B,10.0,573.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-15M113,6112955,2016-01-01,2099-12-31,B,3.0,573.5,2021-12-31,2191,6.0,0.5,PKG
B601,B-18Q2101,6112955,2016-01-01,2099-12-31,B,8.0,573.5,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-15M109,6117863,2016-01-01,2099-12-31,B,300.0,39.0,2021-12-31,2191,6.0,50.0,PKG
B601,B-18M4109,6117863,2016-01-01,2099-12-31,B,850.0,39.0,2021-12-31,2191,6.0,141.66666666666666,PKG
B601,B-15M109,6202908,2016-01-01,2099-12-31,B,2.0,67.4,2021-12-31,2191,6.0,0.3333333333333333,PKG
