WERKS,EQUNR,EMATN,DATAB,DATBI,MAABC,MENGE,LEADTIME,cut_date,operate_day,k,demand_peryear,Anper
B601,B-0102MM2206,6112733,2016-01-01,2099-12-31,B,4.0,154.5,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0102MM2207,6160425,2016-01-01,2099-12-31,B,2.0,82.33333333333333,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-0102P2201B,6115431,2016-01-01,2099-12-31,B,4.0,67.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0107P2212A,6115431,2016-01-01,2099-12-31,B,4.0,67.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0102P2203A,6133370,2016-01-01,2099-12-31,B,4.0,110.66666666666667,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0102P2206A,6082773,2016-01-01,2099-12-31,B,100.0,91.0,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-0107-DA503,6082773,2016-01-01,2099-12-31,B,16.0,91.0,2021-12-31,2191,6.0,2.6666666666666665,PKG
B601,B-0102P2206A,6130479,2016-01-01,2099-12-31,B,100.0,66.0,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-0102P2206A,6185939,2016-01-01,2099-12-31,B,2.0,165.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-01R301A,6185939,2016-01-01,2099-12-31,B,2.0,165.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-0102P2206C,6121753,2016-01-01,2099-12-31,B,4.0,78.5,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-01P9302A,6121753,2017-11-16,2099-12-31,B,4.0,78.5,2021-12-31,1506,4.0,1.0,PKG
B601,B-0103M5701A,6026933,2016-01-01,2099-12-31,B,3.0,148.25,2021-12-31,2191,6.0,0.5,PKG
B601,B-0103M5701A,6110826,2016-01-01,2099-12-31,B,4.0,287.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0103M5701A,6114178,2016-01-01,2099-12-31,B,8.0,357.0,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-0103M5701A,6124392,2016-01-01,2099-12-31,B,100.0,61.0,2021-12-31,2191,6.0,16.666666666666668,PKG
B601,B-0103M5701B,6126676,2016-01-01,2099-12-31,B,5.0,617.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5702A,6109375,2016-01-01,2099-12-31,B,10.0,194.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M712C,6109375,2016-01-01,2099-12-31,B,10.0,194.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6110158,2016-01-01,2099-12-31,B,27.0,122.0,2021-12-31,2191,6.0,4.5,PKG
B601,B-0107M712C,6110158,2016-01-01,2099-12-31,B,15.0,122.0,2021-12-31,2191,6.0,2.5,PKG
B601,B-0107M713C,6110158,2016-01-01,2099-12-31,B,20.0,122.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6110630,2016-01-01,2099-12-31,B,12.0,84.0,2021-12-31,2191,6.0,2.0,PKG
B601,B-0107M713C,6110630,2016-01-01,2099-12-31,B,12.0,84.0,2021-12-31,2191,6.0,2.0,PKG
B601,B-0103M5702A,6113541,2016-01-01,2099-12-31,B,10.0,59.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703B,6113541,2016-01-01,2099-12-31,B,10.0,59.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-01M613A,6113541,2016-01-01,2099-12-31,B,6.0,59.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-0103M5702A,6115561,2016-01-01,2099-12-31,B,10.0,194.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6120033,2016-01-01,2099-12-31,B,12.0,175.8,2021-12-31,2191,6.0,2.0,PKG
B601,B-0107M714B,6120033,2016-01-01,2099-12-31,B,200.0,175.8,2021-12-31,2191,6.0,33.333333333333336,PKG
B601,B-01M611A,6120033,2016-01-01,2099-12-31,B,200.0,175.8,2021-12-31,2191,6.0,33.333333333333336,PKG
B601,B-0103M5702A,6120949,2016-01-01,2099-12-31,B,10.0,138.4,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703B,6120949,2016-01-01,2099-12-31,B,20.0,138.4,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6120949,2016-01-01,2099-12-31,B,40.0,138.4,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M712B,6120949,2016-01-01,2099-12-31,B,10.0,138.4,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6120950,2016-01-01,2099-12-31,B,20.0,209.25,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6120950,2016-01-01,2099-12-31,B,10.0,209.25,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6120977,2016-01-01,2099-12-31,B,12.0,83.0,2021-12-31,2191,6.0,2.0,PKG
B601,B-0103M5702A,6121539,2016-01-01,2099-12-31,B,20.0,332.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6122708,2016-01-01,2099-12-31,B,12.0,132.5,2021-12-31,2191,6.0,2.0,PKG
B601,B-0103M5703A,6122708,2016-01-01,2099-12-31,B,10.0,132.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M713A,6122708,2016-01-01,2099-12-31,B,20.0,132.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6122710,2016-01-01,2099-12-31,B,10.0,158.4,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703C,6122710,2016-01-01,2099-12-31,B,20.0,158.4,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M712D,6122710,2016-01-01,2099-12-31,B,20.0,158.4,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613A,6122710,2016-01-01,2099-12-31,B,20.0,158.4,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6122714,2016-01-01,2099-12-31,B,25.0,228.33333333333334,2021-12-31,2191,6.0,4.166666666666667,PKG
B601,B-0103M5703C,6122714,2016-01-01,2099-12-31,B,10.0,228.33333333333334,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6123427,2016-01-01,2099-12-31,B,20.0,332.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6123452,2016-01-01,2099-12-31,B,10.0,332.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6124632,2016-01-01,2099-12-31,B,5.0,332.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5702A,6126844,2016-01-01,2099-12-31,B,24.0,110.66666666666667,2021-12-31,2191,6.0,4.0,PKG
B601,B-0107M713B,6126844,2016-01-01,2099-12-31,B,20.0,110.66666666666667,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6126845,2016-01-01,2099-12-31,B,24.0,125.0,2021-12-31,2191,6.0,4.0,PKG
B601,B-0107M713B,6126845,2016-01-01,2099-12-31,B,20.0,125.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6126848,2016-01-01,2099-12-31,B,32.0,172.0,2021-12-31,2191,6.0,5.333333333333333,PKG
B601,B-0107M713B,6126848,2016-01-01,2099-12-31,B,20.0,172.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6127055,2016-01-01,2099-12-31,B,10.0,198.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6130211,2016-01-01,2099-12-31,B,5.0,332.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5702A,6130527,2016-01-01,2099-12-31,B,10.0,125.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-01M613B,6130527,2016-01-01,2099-12-31,B,20.0,125.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6130579,2016-01-01,2099-12-31,B,32.0,93.75,2021-12-31,2191,6.0,5.333333333333333,PKG
B601,B-0103M5702A,6130584,2016-01-01,2099-12-31,B,36.0,103.66666666666667,2021-12-31,2191,6.0,6.0,PKG
B601,B-0107M712B,6130584,2016-01-01,2099-12-31,B,20.0,103.66666666666667,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6130589,2016-01-01,2099-12-31,B,36.0,160.0,2021-12-31,2191,6.0,6.0,PKG
B601,B-0103M5702A,6130601,2016-01-01,2099-12-31,B,36.0,137.0,2021-12-31,2191,6.0,6.0,PKG
B601,B-0103M5703C,6130601,2016-01-01,2099-12-31,B,40.0,137.0,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713A,6130601,2016-01-01,2099-12-31,B,20.0,137.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6130609,2016-01-01,2099-12-31,B,36.0,138.25,2021-12-31,2191,6.0,6.0,PKG
B601,B-0103M5703A,6130609,2016-01-01,2099-12-31,B,40.0,138.25,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713C,6130609,2016-01-01,2099-12-31,B,20.0,138.25,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613A,6130609,2016-01-01,2099-12-31,B,20.0,138.25,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6131002,2016-01-01,2099-12-31,B,10.0,332.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6131647,2016-01-01,2099-12-31,B,20.0,332.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6131686,2016-01-01,2099-12-31,B,36.0,135.5,2021-12-31,2191,6.0,6.0,PKG
B601,B-0103M5703C,6131686,2016-01-01,2099-12-31,B,40.0,135.5,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0103M5702A,6131846,2016-01-01,2099-12-31,B,10.0,189.66666666666666,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703C,6131846,2016-01-01,2099-12-31,B,20.0,189.66666666666666,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6132584,2016-01-01,2099-12-31,B,24.0,123.5,2021-12-31,2191,6.0,4.0,PKG
B601,B-0107M713C,6132584,2016-01-01,2099-12-31,B,20.0,123.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6132600,2016-01-01,2099-12-31,B,5.0,332.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5702A,6132969,2016-01-01,2099-12-31,B,24.0,133.28571428571428,2021-12-31,2191,6.0,4.0,PKG
B601,B-0103M5703C,6132969,2016-01-01,2099-12-31,B,40.0,133.28571428571428,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713C,6132969,2016-01-01,2099-12-31,B,20.0,133.28571428571428,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613A,6132969,2016-01-01,2099-12-31,B,40.0,133.28571428571428,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-01M613B,6132969,2016-01-01,2099-12-31,B,10.0,133.28571428571428,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702A,6133745,2016-01-01,2099-12-31,B,36.0,175.75,2021-12-31,2191,6.0,6.0,PKG
B601,B-0103M5703A,6133745,2016-01-01,2099-12-31,B,40.0,175.75,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713A,6133745,2016-01-01,2099-12-31,B,20.0,175.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6133746,2016-01-01,2099-12-31,B,36.0,155.66666666666666,2021-12-31,2191,6.0,6.0,PKG
B601,B-0103M5703A,6133746,2016-01-01,2099-12-31,B,40.0,155.66666666666666,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-01M613A,6133746,2016-01-01,2099-12-31,B,20.0,155.66666666666666,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702A,6134431,2016-01-01,2099-12-31,B,24.0,105.5,2021-12-31,2191,6.0,4.0,PKG
B601,B-0107M713C,6134431,2016-01-01,2099-12-31,B,10.0,105.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702B,6123511,2016-01-01,2099-12-31,B,10.0,248.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702C,6123511,2016-01-01,2099-12-31,B,20.0,248.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713C,6123511,2016-01-01,2099-12-31,B,20.0,248.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702B,6123513,2016-01-01,2099-12-31,B,10.0,158.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703A,6123513,2016-01-01,2099-12-31,B,10.0,158.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M712C,6123513,2016-01-01,2099-12-31,B,20.0,158.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702B,6123544,2016-01-01,2099-12-31,B,5.0,136.33333333333334,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5703A,6123544,2016-01-01,2099-12-31,B,20.0,136.33333333333334,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713A,6123544,2016-01-01,2099-12-31,B,10.0,136.33333333333334,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702B,6124804,2016-01-01,2099-12-31,B,10.0,198.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M712C,6124804,2016-01-01,2099-12-31,B,40.0,198.0,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0103M5702B,6125974,2016-01-01,2099-12-31,B,2.0,222.0,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-0103M5702B,6131237,2016-01-01,2099-12-31,B,10.0,222.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702B,6134455,2016-01-01,2099-12-31,B,5.0,130.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0107M713A,6134455,2016-01-01,2099-12-31,B,10.0,130.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702C,6120948,2016-01-01,2099-12-31,B,5.0,203.66666666666666,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0107M712C,6120948,2016-01-01,2099-12-31,B,20.0,203.66666666666666,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5702C,6122847,2016-01-01,2099-12-31,B,20.0,172.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713A,6122847,2016-01-01,2099-12-31,B,10.0,172.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M713B,6122847,2016-01-01,2099-12-31,B,10.0,172.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702C,6126172,2016-01-01,2099-12-31,B,20.0,136.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6126172,2016-01-01,2099-12-31,B,20.0,136.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713A,6126172,2016-01-01,2099-12-31,B,20.0,136.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713B,6126172,2016-01-01,2099-12-31,B,20.0,136.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613B,6126172,2016-01-01,2099-12-31,B,10.0,136.75,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5702C,6131162,2016-01-01,2099-12-31,B,20.0,190.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6120743,2016-01-01,2099-12-31,B,20.0,128.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6122851,2016-01-01,2099-12-31,B,10.0,104.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703A,6122891,2016-01-01,2099-12-31,B,10.0,104.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703A,6123515,2016-01-01,2099-12-31,B,20.0,104.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6124807,2016-01-01,2099-12-31,B,10.0,203.33333333333334,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M712C,6124807,2016-01-01,2099-12-31,B,20.0,203.33333333333334,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713C,6124807,2016-01-01,2099-12-31,B,5.0,203.33333333333334,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5703A,6127683,2016-01-01,2099-12-31,B,10.0,104.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703A,6127811,2016-01-01,2099-12-31,B,10.0,104.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703A,6128572,2016-01-01,2099-12-31,B,40.0,120.5,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-01M613A,6128572,2016-01-01,2099-12-31,B,20.0,120.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6129397,2016-01-01,2099-12-31,B,20.0,104.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613A,6129397,2016-01-01,2099-12-31,B,20.0,104.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6129400,2016-01-01,2099-12-31,B,20.0,104.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713A,6129400,2016-01-01,2099-12-31,B,20.0,104.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703A,6133942,2016-01-01,2099-12-31,B,10.0,104.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703B,6110423,2016-01-01,2099-12-31,B,5.0,159.0,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0103M5703B,6130593,2016-01-01,2099-12-31,B,40.0,123.66666666666667,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0103M5703C,6130593,2016-01-01,2099-12-31,B,60.0,123.66666666666667,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M712B,6130593,2016-01-01,2099-12-31,B,30.0,123.66666666666667,2021-12-31,2191,6.0,5.0,PKG
B601,B-0103M5703C,6120742,2016-01-01,2099-12-31,B,40.0,137.8,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M712D,6120742,2016-01-01,2099-12-31,B,10.0,137.8,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-01M611C,6120742,2016-01-01,2099-12-31,B,10.0,137.8,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-01M613B,6120742,2016-01-01,2099-12-31,B,20.0,137.8,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6121475,2016-01-01,2099-12-31,B,2.0,142.5,2021-12-31,2191,6.0,0.3333333333333333,PKG
B601,B-0103M5703C,6127767,2016-01-01,2099-12-31,B,60.0,156.75,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M713C,6127767,2016-01-01,2099-12-31,B,20.0,156.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M611C,6127767,2016-01-01,2099-12-31,B,20.0,156.75,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6129022,2016-01-01,2099-12-31,B,20.0,142.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M712D,6129022,2016-01-01,2099-12-31,B,10.0,142.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-01M613B,6129022,2016-01-01,2099-12-31,B,10.0,142.5,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703C,6130512,2016-01-01,2099-12-31,B,60.0,149.4,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M712C,6130512,2016-01-01,2099-12-31,B,40.0,149.4,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713A,6130512,2016-01-01,2099-12-31,B,40.0,149.4,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713C,6130512,2016-01-01,2099-12-31,B,20.0,149.4,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130539,2016-01-01,2099-12-31,B,40.0,138.0,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713B,6130539,2016-01-01,2099-12-31,B,20.0,138.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130575,2016-01-01,2099-12-31,B,60.0,96.66666666666667,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M712D,6130575,2016-01-01,2099-12-31,B,20.0,96.66666666666667,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713C,6130575,2016-01-01,2099-12-31,B,20.0,96.66666666666667,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130581,2016-01-01,2099-12-31,B,40.0,109.5,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713A,6130581,2016-01-01,2099-12-31,B,20.0,109.5,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130590,2016-01-01,2099-12-31,B,60.0,156.33333333333334,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M713C,6130590,2016-01-01,2099-12-31,B,20.0,156.33333333333334,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130599,2016-01-01,2099-12-31,B,60.0,92.33333333333333,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M713C,6130599,2016-01-01,2099-12-31,B,20.0,92.33333333333333,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M611C,6130599,2016-01-01,2099-12-31,B,20.0,92.33333333333333,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130606,2016-01-01,2099-12-31,B,60.0,110.33333333333333,2021-12-31,2191,6.0,10.0,PKG
B601,B-0107M712D,6130606,2016-01-01,2099-12-31,B,20.0,110.33333333333333,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713C,6130606,2016-01-01,2099-12-31,B,20.0,110.33333333333333,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130613,2016-01-01,2099-12-31,B,40.0,182.0,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M713A,6130613,2016-01-01,2099-12-31,B,20.0,182.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M713C,6130613,2016-01-01,2099-12-31,B,20.0,182.0,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6130614,2016-01-01,2099-12-31,B,40.0,131.66666666666666,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0107M712D,6130614,2016-01-01,2099-12-31,B,20.0,131.66666666666666,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613A,6130614,2016-01-01,2099-12-31,B,20.0,131.66666666666666,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0103M5703C,6131844,2016-01-01,2099-12-31,B,20.0,97.6,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-0107M712D,6131844,2016-01-01,2099-12-31,B,10.0,97.6,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0107M713A,6131844,2016-01-01,2099-12-31,B,20.0,97.6,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M611C,6131844,2016-01-01,2099-12-31,B,20.0,97.6,2021-12-31,2191,6.0,3.3333333333333335,PKG
B601,B-01M613B,6131844,2016-01-01,2099-12-31,B,10.0,97.6,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5703C,6133704,2016-01-01,2099-12-31,B,40.0,133.5,2021-12-31,2191,6.0,6.666666666666667,PKG
B601,B-0103M5704A,6121704,2016-01-01,2099-12-31,B,10.0,110.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5704A,6123228,2016-01-01,2099-12-31,B,6.0,71.0,2021-12-31,2191,6.0,1.0,PKG
B601,B-0103M5704A,6133878,2016-01-01,2099-12-31,B,10.0,189.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103M5704A,6185430,2016-01-01,2099-12-31,B,10.0,25.0,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0103MP6402A,6101728,2017-11-16,2099-12-31,B,2.0,101.25,2021-12-31,1506,4.0,0.5,PKG
B601,B-0106C302A,6122121,2016-01-01,2099-12-31,B,10.0,85.66666666666667,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-0106P301C,6122121,2016-01-01,2099-12-31,B,8.0,85.66666666666667,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-01M301A,6122121,2016-01-01,2099-12-31,B,5.0,85.66666666666667,2021-12-31,2191,6.0,0.8333333333333334,PKG
B601,B-0106C303C,6123167,2016-01-01,2099-12-31,B,1.0,322.0,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-0106C303C,6127997,2016-01-01,2099-12-31,B,4.0,244.5,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0106C303C,6185486,2016-01-01,2099-12-31,B,42.0,68.0,2021-12-31,2191,6.0,7.0,PKG
B601,B-0106M301A,6109112,2016-01-01,2099-12-31,B,4.0,53.0,2021-12-31,2191,6.0,0.6666666666666666,PKG
B601,B-0106M301A,6124622,2016-01-01,2099-12-31,B,6.0,172.73333333333332,2021-12-31,2191,6.0,1.0,PKG
B601,B-18M3121-2,6124622,2016-01-01,2099-12-31,B,1.0,172.73333333333332,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-22M211,6124622,2016-01-01,2099-12-31,B,1.0,172.73333333333332,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-22M212,6124622,2016-01-01,2099-12-31,B,1.0,172.73333333333332,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-22M302,6124622,2016-01-01,2099-12-31,B,1.0,172.73333333333332,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-22M303,6124622,2016-01-01,2099-12-31,B,1.0,172.73333333333332,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-22M304,6124622,2016-01-01,2099-12-31,B,1.0,172.73333333333332,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-22M361,6124622,2016-01-01,2099-12-31,B,10.0,172.73333333333332,2021-12-31,2191,6.0,1.6666666666666667,PKG
B601,B-M7101-12,6124622,2019-05-28,2099-12-31,B,1.0,172.73333333333332,2021-12-31,948,3.0,0.3333333333333333,PKG
B601,B-M7101-13,6124622,2019-05-29,2099-12-31,B,1.0,172.73333333333332,2021-12-31,947,3.0,0.3333333333333333,PKG
B601,B-M7101-14,6124622,2019-05-29,2099-12-31,B,1.0,172.73333333333332,2021-12-31,947,3.0,0.3333333333333333,PKG
B601,B-0106M301B,6119717,2016-01-01,2099-12-31,B,1.0,236.6,2021-12-31,2191,6.0,0.16666666666666666,PKG
B601,B-01M301A,6119717,2016-01-01,2099-12-31,B,3.0,236.6,2021-12-31,2191,6.0,0.5,PKG
B601,B-0106M303,6121638,2016-01-01,2099-12-31,B,8.0,51.5,2021-12-31,2191,6.0,1.3333333333333333,PKG
B601,B-0106M662B,6121638,2016-01-01,2099-12-31,B,6.0,51.5,2021-12-31,2191,6.0,1.0,PKG
